WKT,osm_id,code,fclass,name
"POINT (10.7401661 59.9179908)","682977","2725",artwork,St. Olavs plass
"POINT (10.7671197 59.9279175)","17976407","2701",tourist_info,
"POINT (10.7397121 59.918222)","25715271","2401",hotel,Scandic St. Olavs plass
"POINT (10.7115263 59.9357546)","30310859","2722",museum,Det internasjonale barnekunstmuseet
"POINT (10.7341083 59.9184458)","33730394","2401",hotel,"Radisson Blu Scandinavia Hotel, Oslo"
"POINT (10.7338224 59.9189736)","33730399","2304",pub,Ophelia
"POINT (10.733937 59.919089)","33730400","2301",restaurant,Boletini
"POINT (10.7342715 59.919171)","33730408","2723",monument,
"POINT (10.734824 59.918673)","33731229","2303",cafe,Tullin's kafé
"POINT (10.73364 59.918682)","33731404","2301",restaurant,La Sangria
"POINT (10.7441077 59.9170784)","60608792","2304",pub,Trafalgar Sportsbar
"POINT (10.7420284 59.9170467)","60753744","2401",hotel,Thon Hotel Munch
"POINT (10.75739 59.923502)","263710832","2301",restaurant,Villa Paradiso
"POINT (10.757065 59.922646)","263710833","2302",fast_food,Illegal Burger
"POINT (10.7590592 59.9218613)","263710834","2304",pub,Memphis
"POINT (10.759431 59.9218956)","263710835","2202",nightclub,Rebell
"POINT (10.7163562 59.9307549)","266388670","2007",library,Deichman Majorstuen
"POINT (10.7641679 59.9233447)","266824232","2901",toilet,
"POINT (10.7578096 59.9358856)","266825074","2901",toilet,
"POINT (10.7289774 59.9166853)","270373892","2723",monument,Carl III Johan
"POINT (10.7273 59.9166552)","270953113","2907",camera_surveillance,
"POINT (10.7281983 59.9174366)","270953114","2907",camera_surveillance,
"POINT (10.753255 59.918991)","286017265","2082",school,Elvebakken videregående skole
"POINT (10.7570916 59.9235263)","288228769","2101",pharmacy,Apotek 1 Grünerløkka
"POINT (10.7587798 59.9169987)","288229564","2101",pharmacy,Apotek 1 Legevakten
"POINT (10.7555465 59.9383031)","288236609","2101",pharmacy,Apotek 1 Sagene
"POINT (10.737803 59.920995)","288416459","2101",pharmacy,
"POINT (10.7564649 59.9375292)","292102329","2301",restaurant,Sagene lunsjbar
"POINT (10.7587557 59.9234887)","292135703","2303",cafe,Kaffebrenneriet
"POINT (10.758175 59.923488)","292135704","2305",bar,Parkteateret
"POINT (10.757577 59.919253)","292143391","2301",restaurant,Ben Reddik
"POINT (10.758889 59.925387)","292143394","2301",restaurant,The Nighthawk Diner
"POINT (10.759434 59.925191)","292143395","2305",bar,Bar Boca
"POINT (10.759347 59.923618)","292143396","2303",cafe,Fru Hagen
"POINT (10.758531 59.923483)","292143397","2301",restaurant,Quesadilla
"POINT (10.7581007 59.9234977)","292143398","2301",restaurant,Theka
"POINT (10.759332 59.924178)","292143401","2301",restaurant,Mucho Mas
"POINT (10.7612689 59.9256228)","292143402","2304",pub,Tamara
"POINT (10.7626023 59.9242723)","292143403","2303",cafe,Stolen
"POINT (10.7519364 59.923639)","292144957","2303",cafe,Vertshuset Kuba
"POINT (10.754924 59.91882)","292145373","2301",restaurant,Funky Fresh Foods
"POINT (10.760656 59.918182)","292145389","2301",restaurant,Südøst
"POINT (10.7582667 59.9187314)","292145479","2301",restaurant,Delicatessen
"POINT (10.7344084 59.9196409)","294016047","2401",hotel,Scandic Holberg
"POINT (10.7646367 59.9383293)","296083344","2303",cafe,Copa con Oro
"POINT (10.7653476 59.9357529)","302026071","2303",cafe,Kaffegutta (CLOSED)
"POINT (10.7644582 59.9347692)","302026073","2303",cafe,Kaffebrenneriet
"POINT (10.7544157 59.9258392)","302102091","2084",college,Kunsthøgskolen i Oslo
"POINT (10.7513662 59.925203)","302207633","2084",college,Arkitektur- og designhøgskolen i Oslo
"POINT (10.7163625 59.9312732)","305913819","2722",museum,Sporveismuseet
"POINT (10.71734 59.9293797)","305950922","2602",atm,
"POINT (10.7193786 59.9377882)","305955290","2004",post_box,
"POINT (10.734939 59.917907)","307504199","2401",hotel,Thon Hotel Europa
"POINT (10.716066 59.930617)","307508648","2501",supermarket,Extra Majorstuen
"POINT (10.7126379 59.9323439)","307508937","2201",theatre,Chateau Neuf
"POINT (10.7677502 59.9238256)","310775017","2205",playground,
"POINT (10.7572124 59.9197126)","310780981","2305",bar,Vinbaren Dr. Kneipp
"POINT (10.757176 59.919789)","310780987","2301",restaurant,Markveien Mat & Vinhus
"POINT (10.7241227 59.9242717)","311166353","2304",pub,Oslo Mikrobryggeri
"POINT (10.728849 59.920732)","311166509","2301",restaurant,Lorry
"POINT (10.7157254 59.9188268)","325067585","2301",restaurant,Sawan
"POINT (10.717999 59.916892)","325637818","2082",school,"Lycee Francais Rene Cassin, videregående skole"
"POINT (10.7656686 59.9361726)","325868329","2201",theatre,Soria Moria
"POINT (10.7166771 59.9225933)","330348908","2002",fire_station,Briskeby brannstasjon
"POINT (10.7523858 59.9362576)","330946894","2301",restaurant,
"POINT (10.7153507 59.9286639)","333735412","2301",restaurant,Gate of India
"POINT (10.7171588 59.9293098)","333736232","2302",fast_food,McDonald's Majorstuen
"POINT (10.7165943 59.9294629)","333736465","2301",restaurant,Chinatown
"POINT (10.7153908 59.9292218)","335575490","2602",atm,
"POINT (10.7127551 59.9270291)","339207437","2004",post_box,
"POINT (10.7158908 59.9295773)","339632585","2004",post_box,
"POINT (10.7124531 59.9271946)","340047873","2301",restaurant,Lofotstua
"POINT (10.7376311 59.916195)","345715196","2907",camera_surveillance,
"POINT (10.760733 59.928574)","361368848","2203",cinema,Ringen Kino
"POINT (10.7430197 59.9183802)","364804178","2722",museum,Kunstindustrimuseet
"POINT (10.7579666 59.9187331)","383735732","2301",restaurant,Le Benjamin
"POINT (10.7330855 59.9204747)","383996246","2301",restaurant,Sushi & Dinner
"POINT (10.733452 59.920424)","383996262","2302",fast_food,Bislett Kebab House
"POINT (10.730067 59.921266)","383997705","2301",restaurant,Sushi Express
"POINT (10.748169 59.919014)","383999474","2301",restaurant,Flamenco Pizza Sentrum
"POINT (10.7515978 59.9190318)","383999730","2501",supermarket,Kiwi Fredensborg
"POINT (10.734922 59.937675)","384003082","2501",supermarket,Kiwi Ullevål
"POINT (10.7404374 59.923481)","441346631","2543",doityourself,Jernia St. Hanshaugen
"POINT (10.741537 59.924042)","441346632","2501",supermarket,Coop Prix Waldemar Thranes gate
"POINT (10.745457 59.925626)","441346633","2501",supermarket,Rema 1000 Ila
"POINT (10.750152 59.928338)","441346634","2501",supermarket,Coop Mega Alexander Kiellands plass
"POINT (10.741347 59.932142)","441346635","2501",supermarket,Joker Geitmyrsveien
"POINT (10.731599 59.933685)","441346639","2501",supermarket,Bunnpris Adamstuen
"POINT (10.729555 59.9345)","441346640","2511",convenience,Gastro
"POINT (10.715382 59.926316)","442666097","2501",supermarket,Extra Neuberggt.
"POINT (10.7187668 59.9272918)","443655216","2501",supermarket,Kiwi Sorgenfrigata
"POINT (10.717148 59.929171)","443655222","2302",fast_food,Burger King
"POINT (10.7621679 59.9315283)","450536322","2566",bicycle_rental,
"POINT (10.758261 59.916906)","451009895","2566",bicycle_rental,
"POINT (10.7580352 59.9175931)","475861368","2401",hotel,Anker Hotel
"POINT (10.7576499 59.9170481)","475861369","2405",hostel,Anker Hostel
"POINT (10.7302052 59.9216343)","499966171","2566",bicycle_rental,
"POINT (10.755613 59.923327)","499995891","2303",cafe,Tim Wendelboe
"POINT (10.714896 59.91611)","505401276","2501",supermarket,Coop Mega Frogner
"POINT (10.7623827 59.9284665)","530364633","2501",supermarket,Extra Sannergata
"POINT (10.7393695 59.9175671)","560471223","2503",kiosk,Narvesen
"POINT (10.716001 59.9163629)","571676204","2303",cafe,Kaffebrenneriet
"POINT (10.7312936 59.9255166)","573250018","2566",bicycle_rental,
"POINT (10.730757 59.925934)","573358743","2503",kiosk,Deli de Luca
"POINT (10.73013 59.9256796)","573359396","2501",supermarket,Extra Bislett
"POINT (10.732891 59.923151)","573359695","2501",supermarket,Coop Mega Bislett
"POINT (10.7608761 59.9203457)","615208998","2566",bicycle_rental,
"POINT (10.7562481 59.9211829)","615208999","2031",recycling_glass,
"POINT (10.7603571 59.9201941)","615209002","2031",recycling_glass,
"POINT (10.7554638 59.918048)","615209005","2031",recycling_glass,
"POINT (10.7660958 59.9230699)","615209007","2031",recycling_glass,Sofienbergparken miljøstasjon
"POINT (10.757151 59.921167)","615209010","2518",beverages,Vinmonopolet Grünerløkka
"POINT (10.7594949 59.9201731)","615209011","2304",pub,Hytta
"POINT (10.7548431 59.9176023)","615209012","2501",supermarket,Helios
"POINT (10.7549283 59.9178602)","615209013","2566",bicycle_rental,
"POINT (10.760165 59.928596)","615209015","2101",pharmacy,Apotek 1 Ringnes park
"POINT (10.7598114 59.9285862)","615209016","2543",doityourself,Jernia Ringnes park
"POINT (10.7601292 59.9285153)","615209017","2513",florist,Mester Grønn
"POINT (10.7599831 59.9285714)","615209018","2561",hairdresser,KAN
"POINT (10.759225 59.9281)","615209022","2303",cafe,Sunt og Godt (Den lille kokosbollefabrikken)
"POINT (10.759226 59.928009)","615209023","2303",cafe,Supreme Roastworks
"POINT (10.760586 59.928641)","615209026","2501",supermarket,Meny Ringnes park
"POINT (10.7571292 59.9217298)","615209027","2501",supermarket,Kiwi Markveien
"POINT (10.7611053 59.918273)","615209028","2005",post_office,Sofienberg post i butikk
"POINT (10.757105 59.92244)","654026719","2101",pharmacy,Boots Grünerløkka
"POINT (10.733711 59.91782)","658841477","2301",restaurant,Den Glade Gris
"POINT (10.720557 59.926573)","667379267","2101",pharmacy,Boots Bogstadveien
"POINT (10.733163 59.917796)","667383130","2563",car_rental,Hertz
"POINT (10.737882 59.916756)","667447333","2301",restaurant,Fjord
"POINT (10.7209519 59.9224829)","729643181","2566",bicycle_rental,Holtegata 20
"POINT (10.7183332 59.928118)","729643187","2566",bicycle_rental,Valkyrie plass
"POINT (10.7608124 59.9203176)","729649795","2566",bicycle_rental,
"POINT (10.7615731 59.9223393)","729650507","2566",bicycle_rental,
"POINT (10.7180362 59.9201644)","741137543","2566",bicycle_rental,
"POINT (10.758927 59.925838)","761677699","2303",cafe,Tea Lounge
"POINT (10.7399085 59.9248267)","803670482","2566",bicycle_rental,
"POINT (10.7437973 59.9194602)","803675073","2566",bicycle_rental,
"POINT (10.7488464 59.9275573)","816420466","2302",fast_food,Kiellands Pizza & Kebab
"POINT (10.749057 59.9276547)","816420519","2302",fast_food,Gastronomia Italiano
"POINT (10.7491617 59.92813)","816420527","2304",pub,Tranen
"POINT (10.749352 59.9277891)","816420559","2301",restaurant,Gutta fra Calcutta
"POINT (10.7507374 59.9282444)","816424062","2302",fast_food,Kebab Toppen
"POINT (10.751397 59.927827)","816424311","2301",restaurant,Colonel Mustard
"POINT (10.744955 59.9277376)","816424735","2511",convenience,
"POINT (10.7454915 59.9258022)","816430045","2101",pharmacy,Apotek 1 St. Hanshaugen senter
"POINT (10.7459206 59.9279849)","816430050","2031",recycling_glass,
"POINT (10.739583 59.9240801)","816430628","2511",convenience,Gutta på haugen
"POINT (10.7399467 59.9261261)","816430697","2303",cafe,St. Hanshaugen utendørs restaurant
"POINT (10.7532829 59.9168848)","825242901","2304",pub,Cacadou
"POINT (10.755089 59.9222883)","835281402","2906",waste_basket,
"POINT (10.7571777 59.9235052)","835281406","2906",waste_basket,
"POINT (10.7582213 59.9224444)","836303980","2031",recycling_glass,
"POINT (10.752584 59.9239166)","836804225","2902",bench,
"POINT (10.75246 59.9249556)","836804232","2902",bench,
"POINT (10.7524522 59.9249445)","836804237","2906",waste_basket,
"POINT (10.7526246 59.9239211)","836804238","2902",bench,
"POINT (10.75325 59.9236908)","836804241","2902",bench,
"POINT (10.7526078 59.9251052)","836804244","2902",bench,
"POINT (10.7524438 59.9249313)","836804261","2902",bench,
"POINT (10.7532328 59.9237235)","836804265","2902",bench,
"POINT (10.757721 59.9234947)","838574104","2301",restaurant,Eldhuset
"POINT (10.7573871 59.9238124)","838853683","2561",hairdresser,Salong Løkka
"POINT (10.7573714 59.9236784)","838853684","2301",restaurant,Foccaceria Paradiso
"POINT (10.7573714 59.923624)","838853685","2305",bar,Bar Bellini
"POINT (10.758963 59.923477)","838853688","2515",bookshop,Ark
"POINT (10.7642296 59.937966)","840560767","2511",convenience,Sultan
"POINT (10.7652371 59.9274247)","853486526","2304",pub,Shamrock
"POINT (10.7642928 59.9340823)","854458590","2602",atm,
"POINT (10.764283 59.934044)","854458593","2503",kiosk,Deli de Luca
"POINT (10.764684 59.9349599)","854462004","2502",bakery,Backstube
"POINT (10.765696 59.932333)","854462005","2501",supermarket,Bunnpris President
"POINT (10.7619897 59.9340651)","858384452","2301",restaurant,Caminito
"POINT (10.7652943 59.9350996)","858406094","2516",butcher,Strøm-Larsen
"POINT (10.7643589 59.9346726)","861277422","2513",florist,Mustang Sally - Jeans & Flowers
"POINT (10.7647885 59.9351494)","861277443","2511",convenience,7-Eleven Torshov
"POINT (10.7643521 59.9341855)","861277501","2303",cafe,Café Stamboul
"POINT (10.7664374 59.9332874)","861277508","2305",bar,Lasarett
"POINT (10.7637285 59.9340928)","861277701","2503",kiosk,Narvesen
"POINT (10.729695 59.920329)","864915974","2301",restaurant,Rust
"POINT (10.7163888 59.9266908)","871779396","2031",recycling_glass,
"POINT (10.7637241 59.9334897)","871895999","2304",pub,Lincoln Pub
"POINT (10.722535 59.925299)","931907584","2401",hotel,Thon Hotel Gyldenløve
"POINT (10.7144716 59.9307414)","938210077","2566",bicycle_rental,
"POINT (10.7168541 59.9290936)","938210078","2566",bicycle_rental,
"POINT (10.751216 59.927588)","939102160","2301",restaurant,Tre Stuer & Bar
"POINT (10.76021 59.918368)","942521179","2304",pub,Schouskjelleren Mikrobryggeri
"POINT (10.7131903 59.9244743)","946194894","2566",bicycle_rental,
"POINT (10.751111 59.927404)","946934963","2304",pub,Park Lounge
"POINT (10.7510022 59.9277529)","946957226","2031",recycling_glass,
"POINT (10.7150052 59.9259211)","970160543","2031",recycling_glass,
"POINT (10.713728 59.929864)","973843478","2501",supermarket,Rema 1000 Majorstua
"POINT (10.7278659 59.9205216)","973843488","2303",cafe,Espresso House Parkveien
"POINT (10.720135 59.9167)","973843489","2303",cafe,Åpent Bakeri
"POINT (10.715447 59.92233)","973843495","2301",restaurant,Bølgen & Moi
"POINT (10.7272434 59.9218862)","973843497","2301",restaurant,Peppes Pizza
"POINT (10.7280901 59.9206543)","973857205","2404",guesthouse,Cochs pensjonat
"POINT (10.732128 59.9185361)","973857863","2401",hotel,Thon Hotel Slottsparken
"POINT (10.7274627 59.9210318)","973858666","2301",restaurant,Horgan's
"POINT (10.727605 59.92205)","973858944","2501",supermarket,Kiwi Hegdehaugsveien
"POINT (10.7287844 59.9212035)","973859314","2005",post_office,Homansbyen post i butikk
"POINT (10.7258703 59.9230606)","973859853","2301",restaurant,Brasserie Blanche
"POINT (10.720198 59.9266834)","973861016","2501",supermarket,Meny Bogstadveien
"POINT (10.719017 59.927478)","973861440","2305",bar,The Highbury Pub
"POINT (10.7176645 59.928846)","973861565","2517",shoe_shop,Lille Vinkel Sko
"POINT (10.7158817 59.9288228)","973861813","2101",pharmacy,Apotek 1 Sfinxen
"POINT (10.7157436 59.9286373)","973863664","2305",bar,Den Gamle Major
"POINT (10.715164 59.927911)","973863775","2301",restaurant,Gandhi
"POINT (10.7116116 59.9294827)","973864384","2501",supermarket,Jacob's på Majorstuen
"POINT (10.7223842 59.9229511)","973872552","2401",hotel,Ellingsens Pensjonat
"POINT (10.728101 59.920605)","973873267","2303",cafe,Kaffebrenneriet
"POINT (10.7167953 59.9158715)","973879088","2301",restaurant,Jewel of India
"POINT (10.7165911 59.9163984)","973881284","2301",restaurant,Pizza da Mimmo
"POINT (10.739481 59.923409)","977584923","2301",restaurant,Restaurant Schrøder
"POINT (10.7358401 59.9226496)","977584927","2301",restaurant,Sofies mat- og vinhus
"POINT (10.738651 59.9272143)","977584929","2566",bicycle_rental,
"POINT (10.7196754 59.9186133)","1088637840","2004",post_box,
"POINT (10.756909 59.927323)","1154277568","2303",cafe,Liebling
"POINT (10.7384577 59.9269113)","1185245627","2031",recycling_glass,
"POINT (10.751604 59.928036)","1185248996","2503",kiosk,Deli de Luca
"POINT (10.750948 59.928325)","1185249588","2501",supermarket,Matkroken Kingosgate
"POINT (10.758698 59.927253)","1185254652","2301",restaurant,Noahs Ark
"POINT (10.759949 59.925407)","1210971356","2501",supermarket,Joker Grunerløkka
"POINT (10.7161245 59.9214412)","1213694549","2301",restaurant,Sushi of Life
"POINT (10.7305968 59.9194087)","1213918478","2303",cafe,Kunstnernes hus
"POINT (10.718593 59.9192991)","1213944335","2561",hairdresser,Dugg
"POINT (10.7164656 59.9209917)","1213950090","2561",hairdresser,Floww
"POINT (10.759165 59.919047)","1219078145","2501",supermarket,Joker Schous plass
"POINT (10.760135 59.9177787)","1240378145","2902",bench,
"POINT (10.7576735 59.9183587)","1240378175","2902",bench,
"POINT (10.7575445 59.9185026)","1240378282","2902",bench,
"POINT (10.7542796 59.9196326)","1241000043","2722",museum,Office for Contemporary Art Norway
"POINT (10.724218 59.9326237)","1246332420","2502",bakery,Kristines Franske Fristelser
"POINT (10.7567201 59.9303543)","1286853823","2301",restaurant,Wallmans Salonger
"POINT (10.7238234 59.9243264)","1287798779","2301",restaurant,Agave
"POINT (10.7626931 59.9341695)","1288335262","2304",pub,Grisen
"POINT (10.741404 59.932922)","1291415573","2501",supermarket,Joker Fayes gate
"POINT (10.750056 59.928382)","1294348192","2515",bookshop,ARK Bokhandel
"POINT (10.7504804 59.9258437)","1300499099","2031",recycling_glass,
"POINT (10.7320136 59.9388025)","1300832776","2701",tourist_info,
"POINT (10.7384826 59.927151)","1303161767","2304",pub,Heim Gourmetpub
"POINT (10.7337075 59.9196489)","1312363753","2301",restaurant,Alexandros
"POINT (10.733314 59.932926)","1312709950","2501",supermarket,Joker Adamstuen
"POINT (10.731897 59.927914)","1312713749","2518",beverages,Vinmonopolet Thereses gate
"POINT (10.7317401 59.9276494)","1312713750","2502",bakery,Godt Brød
"POINT (10.731913 59.928257)","1312713751","2501",supermarket,Extra Thereses gate
"POINT (10.7306382 59.9218945)","1317492668","2521",gift_shop,PlayhouseShop
"POINT (10.7299209 59.9215739)","1317492692","2520",jeweller,PlayhouseShop
"POINT (10.7307996 59.921966)","1317492694","2512",clothes,PlayhouseShop
"POINT (10.7301454 59.9216767)","1317492712","2526",toy_shop,Playhouseshop
"POINT (10.7315176 59.9189671)","1317593119","2011",embassy,Canadas ambassade
"POINT (10.726215 59.922375)","1318750168","2301",restaurant,Olivia
"POINT (10.749186 59.91655)","1319550190","2566",bicycle_rental,
"POINT (10.7361693 59.9191057)","1319550192","2566",bicycle_rental,
"POINT (10.7343131 59.9205503)","1319550196","2566",bicycle_rental,
"POINT (10.7333106 59.9208758)","1319550197","2566",bicycle_rental,
"POINT (10.7500748 59.9208986)","1319550198","2566",bicycle_rental,
"POINT (10.73866 59.92268)","1319550199","2566",bicycle_rental,
"POINT (10.76712 59.92304)","1319550200","2566",bicycle_rental,
"POINT (10.7405034 59.9236908)","1319550202","2566",bicycle_rental,
"POINT (10.7607007 59.9256677)","1319550205","2566",bicycle_rental,
"POINT (10.7162714 59.9266411)","1319550206","2566",bicycle_rental,
"POINT (10.7513871 59.9280593)","1319550208","2566",bicycle_rental,
"POINT (10.76688 59.92895)","1319550210","2566",bicycle_rental,
"POINT (10.7435385 59.9297782)","1319550211","2566",bicycle_rental,St. Hanshaugen park nord
"POINT (10.732913 59.9303449)","1319550212","2566",bicycle_rental,
"POINT (10.7358527 59.9307427)","1319550213","2566",bicycle_rental,
"POINT (10.7217108 59.9324079)","1319550214","2566",bicycle_rental,
"POINT (10.7415175 59.9324091)","1319550215","2566",bicycle_rental,
"POINT (10.7344151 59.9326134)","1319550216","2566",bicycle_rental,
"POINT (10.74909 59.93491)","1319550217","2566",bicycle_rental,
"POINT (10.7263775 59.9353673)","1319550218","2566",bicycle_rental,
"POINT (10.7305956 59.9378701)","1319550219","2566",bicycle_rental,
"POINT (10.7667617 59.9198842)","1325511359","2902",bench,
"POINT (10.725763 59.923907)","1328753155","2301",restaurant,Pasta Basta
"POINT (10.7348128 59.9178962)","1328760103","2303",cafe,Cafe Europa
"POINT (10.7599429 59.9182692)","1329411486","2301",restaurant,Trattoria Popolare
"POINT (10.757526 59.9202923)","1329411488","2526",toy_shop,Sprell
"POINT (10.7571076 59.9222308)","1329411491","2512",clothes,Lindex
"POINT (10.757183 59.920373)","1329411495","2303",cafe,Chillout Travel Centre
"POINT (10.7575285 59.9216795)","1329411499","2519",optician,Brilleland
"POINT (10.7575354 59.9218195)","1329411500","2301",restaurant,New Anarkali
"POINT (10.7571773 59.920295)","1329411509","2512",clothes,Robot
"POINT (10.756791 59.922424)","1329411510","2301",restaurant,Café di Roma
"POINT (10.757517 59.9198048)","1329411511","2568",laundry,Lojal renseri
"POINT (10.7595932 59.9188525)","1329411515","2301",restaurant,Trancher
"POINT (10.7595877 59.9189582)","1329411517","2304",pub,Thorvalds
"POINT (10.7575475 59.9207521)","1329411519","2302",fast_food,East
"POINT (10.7594465 59.9211393)","1329411532","2303",cafe,Edvards kaffebar
"POINT (10.7575127 59.9200291)","1329411537","2528",greengrocer,Mevlana
"POINT (10.7575357 59.9202006)","1329411539","2512",clothes,Noa Noa
"POINT (10.75678 59.918714)","1329411540","2301",restaurant,Thai City
"POINT (10.7590763 59.9211339)","1329411550","2511",convenience,7-Eleven Schous plass
"POINT (10.7653568 59.9361292)","1342604157","2304",pub,Magneten
"POINT (10.7296652 59.9266834)","1346356285","2901",toilet,
"POINT (10.7646906 59.9192689)","1363867000","2501",supermarket,Kiwi Schous plass
"POINT (10.7253578 59.9161383)","1371627381","2204",park,Dronningparken
"POINT (10.7593201 59.926374)","1386598944","2903",drinking_water,
"POINT (10.7377766 59.919588)","1411589620","2904",fountain,
"POINT (10.7401827 59.918725)","1412505709","2302",fast_food,Sonny's storkiosk
"POINT (10.7401827 59.918725)","1412505709","2511",convenience,Sonny's storkiosk
"POINT (10.733734 59.93134)","1415047605","2501",supermarket,Joker Thereses gate
"POINT (10.7355657 59.9309905)","1416736874","2502",bakery,United Bakeries
"POINT (10.733311 59.929586)","1416736875","2501",supermarket,Bunnpris Theresesgt
"POINT (10.733718 59.932711)","1419271599","2303",cafe,Baker Hansen
"POINT (10.733718 59.932711)","1419271599","2502",bakery,Baker Hansen
"POINT (10.7264874 59.926055)","1422719695","2205",playground,
"POINT (10.7291127 59.9256315)","1422724890","2205",playground,
"POINT (10.7259389 59.924306)","1422739546","2205",playground,
"POINT (10.725971 59.9248476)","1422739664","2205",playground,
"POINT (10.7144574 59.9237368)","1426611478","2083",kindergarten,Hegdehaugen barnehage
"POINT (10.7189725 59.9205356)","1427461438","2205",playground,
"POINT (10.7599474 59.9265353)","1428088578","2902",bench,
"POINT (10.759984 59.9265358)","1428088580","2902",bench,
"POINT (10.7601039 59.9265376)","1428088581","2902",bench,
"POINT (10.7601411 59.9265381)","1428088582","2902",bench,
"POINT (10.7602631 59.9265398)","1428088583","2902",bench,
"POINT (10.7602984 59.9265403)","1428088584","2902",bench,
"POINT (10.75482 59.937505)","1439756031","2501",supermarket,Joker Sagene
"POINT (10.757206 59.938249)","1439756033","2501",supermarket,Extra Bjølsen
"POINT (10.759565 59.93978)","1439756034","2501",supermarket,Joker Maridalsveien
"POINT (10.7494271 59.9271705)","1447493519","2561",hairdresser,Zansa Frisør
"POINT (10.7530942 59.9170233)","1457748640","2301",restaurant,Bindaas
"POINT (10.759447 59.934862)","1465714083","2251",sports_centre,Klatreverket Torshov
"POINT (10.759674 59.934922)","1465714107","2251",sports_centre,Myrens Sportssenter
"POINT (10.7391396 59.9164703)","1482744805","2902",bench,
"POINT (10.7393359 59.9162446)","1482744807","2902",bench,
"POINT (10.754102 59.917572)","1498206424","2304",pub,Café Sara
"POINT (10.7383122 59.9266052)","1520474051","2301",restaurant,Arte Pazza
"POINT (10.7398943 59.9229624)","1520488634","2304",pub,Underwater Pub
"POINT (10.740656 59.9231318)","1520489484","2304",pub,La Boheme
"POINT (10.740715 59.923151)","1520490188","2301",restaurant,Planet Bollywood Resturant
"POINT (10.751063 59.9243631)","1520491486","2082",school,AHO - Arkitektur- og designhøgskolen i Oslo
"POINT (10.7408759 59.9179629)","1520492077","2501",supermarket,Kiwi St. Olavs plass
"POINT (10.7593241 59.9251478)","1523679564","2503",kiosk,Birkelunden Spillekiosk
"POINT (10.759307 59.924743)","1523679571","2305",bar,Tiki Bar - Aku Aku
"POINT (10.7589581 59.9250887)","1523679577","2501",supermarket,Extra Birkelunden
"POINT (10.759402 59.9244654)","1523679584","2503",kiosk,Veggie de Luca
"POINT (10.7589633 59.9250631)","1523679603","2302",fast_food,McDonald's Thv. Meyersgate
"POINT (10.737372 59.918503)","1660928662","2303",cafe,Blitz-Kafé
"POINT (10.752502 59.923322)","1694612918","2082",school,Westerdals Høyskole
"POINT (10.7525961 59.922575)","1694617028","2305",bar,BAR Vulkan
"POINT (10.7519233 59.9225728)","1694618857","2301",restaurant,Lucky Bird
"POINT (10.7510382 59.9222489)","1694634845","2401",hotel,Scandic Hotel
"POINT (10.7513091 59.9220305)","1694635302","2401",hotel,PS:Hotell
"POINT (10.7513347 59.9221521)","1694637383","2301",restaurant,V - Restaurant og Bar
"POINT (10.752348 59.921613)","1694639938","2201",theatre,Dansens Hus
"POINT (10.7524427 59.9230681)","1694642441","2251",sports_centre,Athletica Vulkan
"POINT (10.7497018 59.9169277)","1711617556","2304",pub,Revolver
"POINT (10.761033 59.919777)","1728456802","2722",museum,Popsenteret
"POINT (10.7610067 59.919831)","1728458276","2521",gift_shop,PopShop - music related gifts
"POINT (10.7565013 59.9376394)","1748394476","2542",bicycle_shop,Felgen sykkelverksted
"POINT (10.7504661 59.9171264)","1748394477","2542",bicycle_shop,Oslo Sportslager sykkelverksted
"POINT (10.7592947 59.917289)","1749083452","2723",monument,Kroghstøtten
"POINT (10.758842 59.927351)","1749588163","2501",supermarket,Rema 1000 Thorvald Meyers gate
"POINT (10.732326 59.927776)","1749588164","2101",pharmacy,Boots Bislett
"POINT (10.759217 59.927386)","1766461108","2301",restaurant,Riwaj
"POINT (10.7425887 59.9182567)","1769606905","2515",bookshop,Zazie
"POINT (10.7405743 59.9183334)","1769606907","2305",bar,Babylon
"POINT (10.7400808 59.9186896)","1769606908","2302",fast_food,Sonny's kebab
"POINT (10.7405368 59.9181908)","1769606909","2303",cafe,Tekehtopa
"POINT (10.7402841 59.9182308)","1769606910","2301",restaurant,Happolati
"POINT (10.7402632 59.9184288)","1769606911","2511",convenience,Susan's deli
"POINT (10.740558 59.917879)","1769606912","2303",cafe,Blings
"POINT (10.739477 59.919665)","1769606913","2501",supermarket,Extra Pilestredet park
"POINT (10.7404134 59.916794)","1769606915","2303",cafe,Fuglen
"POINT (10.7591263 59.9220881)","1770766093","2301",restaurant,Tijuana
"POINT (10.753331 59.931038)","1785440924","2501",supermarket,Joker Ila
"POINT (10.75897 59.9400216)","1795590076","2301",restaurant,Mat&Mer
"POINT (10.7591752 59.9395842)","1795592452","2519",optician,Synsam Bjølsen
"POINT (10.759478 59.940607)","1795593707","2501",supermarket,Joker Bjølsen
"POINT (10.7592374 59.939234)","1796704819","2302",fast_food,Pizza Pancetta
"POINT (10.7530823 59.9380596)","1820950192","2511",convenience,7-Eleven Sagene
"POINT (10.7284082 59.920329)","1883539962","2303",cafe,Kafe Oslo
"POINT (10.7285477 59.9202839)","1883554765","2515",bookshop,Tanum Litteraturhuset
"POINT (10.729674 59.921107)","1883585896","2501",supermarket,Kiwi Parkveien
"POINT (10.7315738 59.9274085)","1883613666","2303",cafe,Kaffebrenneriet
"POINT (10.739891 59.923332)","1883637893","2303",cafe,Kaffebrenneriet
